Sin título1.acq
Gráfico creado el:2026-06-19 15:39:43.750
Registro en:2026-06-19 17:09:16.427
1 mseg/muestras
2 canales
ECG (.05 - 150 Hz)
mV
EEG (.5 - 100 Hz, con Filtro Red) 
micro V
min	CH1	CH2	
	144925 samples	144925 samples	
0.5255	0.0924683	-22.6746	
0.525517	0.114746	-31.8909	
0.525533	0.136719	-43.9148	
0.52555	0.148926	-47.4854	
0.525567	0.151062	-40.8325	
0.525583	0.155334	-34.6069	
0.5256	0.160217	-28.8391	
0.525617	0.163574	-23.6053	
0.525633	0.160828	-22.0337	
0.52565	0.159607	-23.4985	
0.525667	0.15686	-32.8522	
0.525683	0.147705	-47.4091	
0.5257	0.133057	-51.651	
0.525717	0.122375	-41.5955	
0.525733	0.118408	-30.6854	
0.52575	0.121155	-23.5291	
0.525767	0.129089	-20.6604	
0.525783	0.144348	-25.1617	
0.5258	0.164795	-38.62	
0.525817	0.180054	-51.8036	
0.525833	0.195007	-52.2308	
0.52585	0.212402	-46.3409	
0.525867	0.224304	-41.8701	
0.525883	0.231934	-37.1246	
0.5259	0.23407	-31.8604	
0.525917	0.231934	-28.4882	
0.525933	0.227051	-29.9988	
0.52595	0.223694	-39.9323	
0.525967	0.215759	-53.9551	
0.525983	0.203247	-55.5878	
0.526	0.189209	-44.5404	
0.526017	0.174866	-34.5001	
0.526033	0.162354	-28.2593	
0.52605	0.163574	-27.1606	
0.526067	0.181885	-36.2549	
0.526083	0.20874	-50.354	
0.5261	0.238037	-58.2428	
0.526117	0.256958	-51.3611	
0.526133	0.263672	-41.8549	
0.52615	0.268555	-34.8206	
0.526167	0.269165	-27.0386	
0.526183	0.270691	-24.704	
0.5262	0.273132	-27.359	
0.526217	0.26947	-36.3922	
0.526233	0.256348	-50.9644	
0.52625	0.236816	-59.3262	
0.526267	0.215759	-50.9033	
0.526283	0.202942	-36.1786	
0.5263	0.198669	-27.4353	
0.526317	0.205994	-23.7427	
0.526333	0.222168	-27.5574	
0.52635	0.245972	-40.802	
0.526367	0.267639	-53.5889	
0.526383	0.271301	-55.2673	
0.5264	0.273438	-47.4243	
0.526417	0.274963	-41.5649	
0.526433	0.280151	-38.1927	
0.52645	0.291138	-34.8816	
0.526467	0.299072	-32.1503	
0.526483	0.302429	-31.8909	
0.5265	0.307007	-37.7808	
0.526517	0.299377	-51.2085	
0.526533	0.2771	-57.5104	
0.52655	0.249329	-48.7518	
0.526567	0.233765	-35.7666	
0.526583	0.228882	-26.886	
0.5266	0.231323	-21.9574	
0.526617	0.238342	-26.6571	
0.526633	0.245972	-38.8641	
0.52665	0.255127	-49.881	
0.526667	0.255432	-50.0488	
0.526683	0.255127	-44.5709	
0.5267	0.249634	-40.3137	
0.526717	0.245667	-35.0952	
0.526733	0.247498	-28.5034	
0.52675	0.254211	-25.1617	
0.526767	0.256042	-28.595	
0.526783	0.250549	-39.3829	
0.5268	0.235901	-53.1616	
0.526817	0.214539	-55.3131	
0.526833	0.195007	-43.1824	
0.52685	0.183105	-28.0914	
0.526867	0.176697	-17.5018	
0.526883	0.177002	-16.1133	
0.5269	0.180969	-25.8789	
0.526917	0.18158	-37.7655	
0.526933	0.183716	-44.0216	
0.52695	0.187378	-37.5519	
0.526967	0.193176	-29.8767	
0.526983	0.197449	-25.1312	
0.527	0.199585	-20.4468	
0.527017	0.191345	-16.8457	
0.527033	0.176392	-16.8457	
0.52705	0.167236	-22.2015	
0.527067	0.15564	-32.959	
0.527083	0.133972	-42.572	
0.5271	0.104675	-39.5203	
0.527117	0.0827026	-26.5045	
0.527133	0.0744629	-14.389	
0.52715	0.0772095	-9.41467	
0.527167	0.0863647	-13.3514	
0.527183	0.0994873	-26.5808	
0.5272	0.110168	-38.6353	
0.527217	0.116577	-40.5884	
0.527233	0.120544	-32.7301	
0.52725	0.12146	-25.9094	
0.527267	0.12146	-22.4457	
0.527283	0.116272	-18.3563	
0.5273	0.110474	-14.267	
0.527317	0.100403	-13.2294	
0.527333	0.0881958	-20.4773	
0.52735	0.0720215	-33.3557	
0.527367	0.0524902	-40.6494	
0.527383	0.0357056	-35.0952	
0.5274	0.027771	-24.8108	
0.527417	0.0280762	-16.8152	
0.527433	0.0302124	-12.6801	
0.52745	0.03479	-13.2904	
0.527467	0.0448608	-22.0642	
0.527483	0.0592041	-32.9895	
0.5275	0.0747681	-34.3018	
0.527517	0.0875854	-30.9296	
0.527533	0.0906372	-27.3895	
0.52755	0.0814819	-22.2931	
0.527567	0.0741577	-18.3716	
0.527583	0.0701904	-19.3634	
0.5276	0.0683594	-27.7557	
0.527617	0.0671387	-41.9922	
0.527633	0.0564575	-57.0831	
0.52765	0.0363159	-55.5115	
0.527667	0.0170898	-38.9404	
0.527683	0.015564	-20.6604	
0.5277	0.0271606	-9.53674	
0.527717	0.0341797	-7.75146	
0.527733	0.0411987	-17.5171	
0.52775	0.0463867	-33.2489	
0.527767	0.0512695	-43.7469	
0.527783	0.0588989	-41.1224	
0.5278	0.0701904	-31.3568	
0.527817	0.0772095	-19.6228	
0.527833	0.0753784	-9.59778	
0.52785	0.0665283	-3.18909	
0.527867	0.0613403	0.0152588	
0.527883	0.0595093	-4.71497	
0.5279	0.0454712	-19.4855	
0.527917	0.0262451	-31.6162	
0.527933	0.00976563	-26.9012	
0.52795	0.00244141	-13.092	
0.527967	0.00183105	-2.04468	
0.527983	0.00366211	2.94495	
0.528	0.012207	-2.62451	
0.528017	0.0247192	-16.1285	
0.528033	0.0360107	-29.4342	
0.52805	0.039978	-35.4919	
0.528067	0.0436401	-30.6854	
0.528083	0.0445557	-24.1089	
0.5281	0.03479	-17.1204	
0.528117	0.0292969	-11.0474	
0.528133	0.0137329	-7.65991	
0.52815	-0.000305176	-8.5907	
0.528167	-0.000915527	-15.9454	
0.528183	-0.000305176	-31.1279	
0.5282	-0.0088501	-40.4663	
0.528217	-0.0244141	-35.0952	
0.528233	-0.0372314	-22.2778	
0.52825	-0.0439453	-11.5967	
0.528267	-0.0390625	-9.18579	
0.528283	-0.0247192	-17.1051	
0.5283	-0.00823975	-33.02	
0.528317	0.00427246	-47.3785	
0.528333	0.0088501	-46.0052	
0.52835	0.0177002	-38.0859	
0.528367	0.0262451	-31.2347	
0.528383	0.0271606	-25.8331	
0.5284	0.0253296	-22.171	
0.528417	0.0250244	-20.6451	
0.528433	0.0259399	-24.5056	
0.52845	0.0259399	-35.0189	
0.528467	0.0222778	-49.6216	
0.528483	0.0137329	-51.59	
0.5285	0.00305176	-39.5813	
0.528517	-0.00946045	-27.298	
0.528533	-0.0195313	-18.7073	
0.52855	-0.0198364	-15.5182	
0.528567	-0.015564	-22.9187	
0.528583	-0.00427246	-36.1176	
0.5286	0.012207	-44.7388	
0.528617	0.0280762	-39.505	
0.528633	0.0393677	-31.6162	
0.52865	0.0460815	-24.9329	
0.528667	0.0436401	-20.34	
0.528683	0.0393677	-17.5018	
0.5287	0.0357056	-15.564	
0.528717	0.0250244	-19.2566	
0.528733	0.0152588	-34.4696	
0.52875	0.00152588	-47.3785	
0.528767	-0.0140381	-41.9769	
0.528783	-0.0289917	-26.8707	
0.5288	-0.03479	-16.3269	
0.528817	-0.0262451	-13.4735	
0.528833	-0.00549316	-17.3645	
0.52885	0.0134277	-28.1219	
0.528867	0.0296021	-40.8173	
0.528883	0.0384521	-44.6014	
0.5289	0.0360107	-40.6189	
0.528917	0.0323486	-35.3394	
0.528933	0.027771	-28.717	
0.52895	0.0219727	-22.5372	
0.528967	0.0119019	-20.5994	
0.528983	0.00946045	-22.9797	
0.529	0.0149536	-31.6467	
0.529017	0.0189209	-44.2963	
0.529033	0.0125122	-48.9655	
0.52905	-0.0012207	-39.4135	
0.529067	-0.0164795	-26.0925	
0.529083	-0.0219727	-16.6626	
0.5291	-0.0201416	-13.7787	
0.529117	-0.00854492	-20.1721	
0.529133	0.00671387	-32.7911	
0.52915	0.0183105	-41.8396	
0.529167	0.0320435	-39.0167	
0.529183	0.0442505	-31.2653	
0.5292	0.0509644	-24.6277	
0.529217	0.0540161	-20.4773	
0.529233	0.0524902	-16.3727	
0.52925	0.0509644	-15.5487	
0.529267	0.0448608	-19.6533	
0.529283	0.0332642	-30.7922	
0.5293	0.0201416	-42.6178	
0.529317	0.00823975	-41.0919	
0.529333	-0.00488281	-27.9999	
0.52935	-0.012207	-15.0604	
0.529367	-0.00793457	-8.69751	
0.529383	0.00335693	-8.60596	
0.5294	0.0219727	-17.6392	
0.529417	0.0418091	-30.4718	
0.529433	0.0592041	-36.1481	
0.52945	0.067749	-30.2429	
0.529467	0.0622559	-23.9868	
0.529483	0.0534058	-18.2343	
0.5295	0.0454712	-12.8021	
0.529517	0.0402832	-10.7422	
0.529533	0.0387573	-11.5967	
0.52955	0.039978	-15.8081	
0.529567	0.0366211	-26.2299	
0.529583	0.0231934	-35.7361	
0.5296	0.000610352	-33.0048	
0.529617	-0.0204468	-21.8964	
0.529633	-0.0274658	-11.1084	
0.52965	-0.0219727	-5.90515	
0.529667	-0.00946045	-8.72803	
0.529683	0.00976563	-20.7367	
0.5297	0.0271606	-35.5682	
0.529717	0.0363159	-39.5203	
0.529733	0.045166	-33.7982	
0.52975	0.0488281	-28.1677	
0.529767	0.0445557	-21.8048	
0.529783	0.0372314	-16.037	
0.5298	0.0320435	-13.8855	
0.529817	0.0292969	-16.7236	
0.529833	0.0286865	-26.1841	
0.52985	0.0195313	-41.2903	
0.529867	0.00854492	-46.6766	
0.529883	-0.00640869	-36.2549	
0.5299	-0.0137329	-22.3694	
0.529917	-0.0125122	-12.7716	
0.529933	-0.0088501	-8.39233	
0.52995	-0.00427246	-13.2446	
0.529967	0.00427246	-24.5819	
0.529983	0.010376	-34.668	
0.53	0.0161743	-33.3862	
0.530017	0.0280762	-28.9001	
0.530033	0.0350952	-23.2697	
0.53005	0.0375366	-16.7084	
0.530067	0.0402832	-12.3138	
0.530083	0.039978	-8.68225	
0.5301	0.0372314	-9.33838	
0.530117	0.0299072	-18.4784	
0.530133	0.0161743	-33.0505	
0.53015	-0.0012207	-35.2478	
0.530167	-0.0158691	-25.6195	
0.530183	-0.0213623	-14.4043	
0.5302	-0.0143433	-6.21033	
0.530217	0.00671387	-3.98254	
0.530233	0.0314331	-10.9558	
0.53025	0.0448608	-21.4081	
0.530267	0.050354	-28.1372	
0.530283	0.0634766	-24.5972	
0.5303	0.0759888	-20.1721	
0.530317	0.0845337	-17.5323	
0.530333	0.0894165	-13.9465	
0.53035	0.0842285	-11.1847	
0.530367	0.0741577	-12.2375	
0.530383	0.06073	-17.6697	
0.5304	0.0427246	-30.3345	
0.530417	0.0250244	-39.7491	
0.530433	0.00366211	-35.6293	
0.53045	-0.0131226	-23.8037	
0.530467	-0.0219727	-13.9618	
0.530483	-0.0241089	-9.20105	
0.5305	-0.0231934	-12.207	
0.530517	-0.0134277	-23.88	
0.530533	0.00366211	-36.972	
0.53055	0.0213623	-39.1388	
0.530567	0.0360107	-30.0598	
0.530583	0.0427246	-21.5912	
0.5306	0.045166	-16.098	
0.530617	0.0534058	-11.322	
0.530633	0.0595093	-8.05664	
0.53065	0.0585938	-10.7422	
0.530667	0.0558472	-19.4092	
0.530683	0.0552368	-33.0963	
0.5307	0.0415039	-36.85	
0.530717	0.0152588	-26.7334	
0.530733	-0.00366211	-13.7482	
0.53075	-0.0158691	-2.30408	
0.530767	-0.0216675	1.83105	
0.530783	-0.0137329	-5.09644	
0.5308	0.00701904	-19.7296	
0.530817	0.0189209	-31.8298	
0.530833	0.0228882	-30.5939	
0.53085	0.0320435	-23.8342	
0.530867	0.0402832	-18.7988	
0.530883	0.038147	-13.092	
0.5309	0.0323486	-6.69861	
0.530917	0.0292969	-4.73022	
0.530933	0.0317383	-9.68933	
0.53095	0.0296021	-22.2168	
0.530967	0.0137329	-34.6985	
0.530983	0.00366211	-34.6375	
0.531	-0.000305176	-24.2767	
0.531017	-0.00396729	-14.6637	
0.531033	-0.00518799	-7.09534	
0.53105	0.00396729	-6.63757	
0.531067	0.020752	-18.8141	
0.531083	0.0393677	-35.202	
0.5311	0.0537109	-43.1366	
0.531117	0.0616455	-37.8113	
0.531133	0.0708008	-33.4778	
0.53115	0.0717163	-30.777	
0.531167	0.0643921	-26.0773	
0.531183	0.06073	-21.9269	
0.5312	0.0585938	-21.9727	
0.531217	0.0518799	-28.656	
0.531233	0.0387573	-41.8091	
0.53125	0.022583	-51.4984	
0.531267	0.00671387	-45.4559	
0.531283	-0.00335693	-31.1127	
0.5313	-0.00579834	-20.1874	
0.531317	-0.000915527	-16.4948	
0.531333	0.00610352	-20.9503	
0.53135	0.0146484	-31.8298	
0.531367	0.0283813	-42.099	
0.531383	0.0390625	-42.3126	
0.5314	0.0463867	-34.1492	
0.531417	0.0588989	-26.3367	
0.531433	0.0769043	-19.6533	
0.53145	0.0933838	-15.7013	
0.531467	0.103149	-13.5193	
0.531483	0.103149	-15.4724	
0.5315	0.093689	-25.2228	
0.531517	0.0769043	-40.0391	
0.531533	0.0497437	-43.1519	
0.53155	0.0228882	-31.0516	
0.531567	0.00488281	-18.3411	
0.531583	-0.00396729	-10.5286	
0.5316	-0.00213623	-6.89697	
0.531617	0.00610352	-9.2926	
0.531633	0.0167847	-20.6299	
0.53165	0.0262451	-31.0669	
0.531667	0.032959	-30.9448	
0.531683	0.0418091	-27.5421	
0.5317	0.0479126	-22.2321	
0.531717	0.0485229	-15.152	
0.531733	0.0500488	-7.46155	
0.53175	0.0582886	-2.57874	
0.531767	0.0640869	-6.8512	
0.531783	0.0601196	-18.4174	
0.5318	0.0515747	-27.9846	
0.531817	0.0415039	-26.2299	
0.531833	0.0344849	-15.8234	
0.53185	0.0265503	-7.04956	
0.531867	0.0238037	-3.31116	
0.531883	0.0222778	-4.27246	
0.5319	0.0280762	-14.9841	
0.531917	0.0466919	-29.2358	
0.531933	0.0631714	-35.0494	
0.53195	0.0665283	-26.8402	
0.531967	0.0714111	-18.8751	
0.531983	0.0765991	-14.801	
0.532	0.0747681	-11.6425	
0.532017	0.0680542	-9.82666	
0.532033	0.0595093	-11.1084	
0.53205	0.0497437	-18.7836	
0.532067	0.0408936	-31.0669	
0.532083	0.0268555	-38.9252	
0.5321	0.00305176	-33.493	
0.532117	-0.0186157	-19.104	
0.532133	-0.0292969	-6.88171	
0.53215	-0.0259399	-0.518799	
0.532167	-0.0158691	-1.86157	
0.532183	0.000305176	-13.0768	
0.5322	0.0158691	-25.8942	
0.532217	0.0299072	-27.42	
0.532233	0.0512695	-19.0887	
0.53225	0.0708008	-11.6425	
0.532267	0.0708008	-3.76892	
0.532283	0.0524902	3.87573	
0.5323	0.0393677	7.56836	
0.532317	0.0350952	5.47791	
0.532333	0.0320435	-4.68445	
0.53235	0.0234985	-20.5383	
0.532367	0.0146484	-25.6653	
0.532383	0.00396729	-14.679	
0.5324	-0.00274658	0.198364	
0.532417	-0.00976563	10.3912	
0.532433	-0.0143433	13.9008	
0.53245	-0.00793457	5.21851	
0.532467	0.00793457	-10.5591	
0.532483	0.0219727	-23.4833	
0.5325	0.0314331	-22.0337	
0.532517	0.0363159	-15.6708	
0.532533	0.0418091	-8.94165	
0.53255	0.0512695	-2.50244	
0.532567	0.0604248	1.78528	
0.532583	0.0595093	3.69263	
0.5326	0.0509644	-0.274658	
0.532617	0.0396729	-12.6495	
0.532633	0.0222778	-27.3437	
0.53265	-0.000305176	-29.007	
0.532667	-0.0219727	-16.922	
0.532683	-0.0326538	-3.0365	
0.5327	-0.0378418	4.3335	
0.532717	-0.0390625	3.479	
0.532733	-0.0299072	-8.42285	
0.53275	-0.0234985	-23.941	
0.532767	-0.0161743	-31.1279	
0.532783	-0.00305176	-24.1089	
0.5328	0.0140381	-17.807	
0.532817	0.027771	-15.3503	
0.532833	0.0357056	-12.3596	
0.53285	0.0402832	-10.1776	
0.532867	0.038147	-9.68933	
0.532883	0.0305176	-15.7318	
0.5329	0.0253296	-29.0527	
0.532917	0.0140381	-35.553	
0.532933	-0.00732422	-24.7803	
0.53295	-0.0283813	-8.08716	
0.532967	-0.0354004	0.839233	
0.532983	-0.0283813	5.11169	
0.533	-0.0137329	5.17273	
0.533017	0.00762939	-2.21252	
0.533033	0.0320435	-12.5275	
0.53305	0.0546265	-13.9008	
0.533067	0.0814819	-5.9967	
0.533083	0.114441	0.0762939	
0.5331	0.143127	3.05176	
0.533117	0.166016	5.05066	
0.533133	0.180054	5.5542	
0.53315	0.190125	2.74658	
0.533167	0.202637	-6.2561	
0.533183	0.216064	-20.2179	
0.5332	0.229492	-27.5726	
0.533217	0.235901	-22.4762	
0.533233	0.248718	-13.7939	
0.53325	0.264893	-9.50623	
0.533267	0.282288	-10.6659	
0.533283	0.305176	-19.1345	
0.5333	0.333252	-33.1268	
0.533317	0.354309	-44.3268	
0.533333	0.352173	-41.8701	
0.53335	0.347595	-34.8663	
0.533367	0.344238	-29.8615	
0.533383	0.327148	-25.0854	
0.5334	0.297241	-19.7144	
0.533417	0.249939	-15.7623	
0.533433	0.184021	-18.7531	
0.53345	0.121155	-29.6021	
0.533467	0.0601196	-37.6587	
0.533483	0.00335693	-32.6843	
0.5335	-0.0509644	-17.6239	
0.533517	-0.105591	-4.21143	
0.533533	-0.160522	4.0741	
0.53355	-0.213928	5.58472	
0.533567	-0.266724	-2.89917	
0.533583	-0.326233	-18.1732	
0.5336	-0.38269	-27.8473	
0.533617	-0.422668	-22.7051	
0.533633	-0.447388	-12.085	
0.53365	-0.452271	-3.49426	
0.533667	-0.455627	4.08936	
0.533683	-0.462952	8.98743	
0.5337	-0.473022	8.10242	
0.533717	-0.477905	-2.27356	
0.533733	-0.484619	-18.2648	
0.53375	-0.497437	-29.3732	
0.533767	-0.506287	-24.4293	
0.533783	-0.506287	-11.2152	
0.5338	-0.498047	0.427246	
0.533817	-0.489502	8.42285	
0.533833	-0.475769	8.255	
0.53385	-0.452881	-4.5929	
0.533867	-0.428467	-20.0958	
0.533883	-0.396118	-22.7203	
0.5339	-0.360413	-14.9841	
0.533917	-0.327148	-8.89587	
0.533933	-0.296631	-6.82068	
0.53395	-0.261841	-5.78308	
0.533967	-0.230103	-5.41687	
0.533983	-0.212708	-7.06482	
0.534	-0.198975	-15.274	
0.534017	-0.178528	-30.1819	
0.534033	-0.167542	-36.0413	
0.53405	-0.162659	-29.4037	
0.534067	-0.158997	-17.746	
0.534083	-0.153198	-7.8125	
0.5341	-0.128784	-3.8147	
0.534117	-0.093689	-9.97925	
0.534133	-0.0567627	-25.7721	
0.53415	-0.032959	-41.8701	
0.534167	-0.0125122	-40.9546	
0.534183	0.00854492	-30.6091	
0.5342	0.0234985	-20.6299	
0.534217	0.0299072	-14.2059	
0.534233	0.0317383	-9.94873	
0.53425	0.0311279	-8.97217	
0.534267	0.0210571	-13.2599	
0.534283	0.0115967	-25.9552	
0.5343	0.00640869	-40.1917	
0.534317	0.00305176	-38.8031	
0.534333	-0.000305176	-25.8026	
0.53435	-0.00274658	-14.4501	
0.534367	-0.00610352	-5.49316	
0.534383	-0.00244141	-1.90735	
0.5344	0.0125122	-11.2305	
0.534417	0.0323486	-27.0233	
0.534433	0.0552368	-34.7595	
0.53445	0.071106	-30.8838	
0.534467	0.0765991	-26.5808	
0.534483	0.0750732	-20.1874	
0.5345	0.0732422	-12.558	
0.534517	0.0726318	-10.0708	
0.534533	0.0723267	-9.64355	
0.53455	0.0643921	-13.6261	
0.534567	0.050354	-25.1312	
0.534583	0.0250244	-34.0271	
0.5346	-0.000610352	-28.2593	
0.534617	-0.0131226	-16.0828	
0.534633	-0.0158691	-10.2844	
0.53465	-0.0177002	-8.78906	
0.534667	-0.0213623	-12.619	
0.534683	-0.0131226	-25.2533	
0.5347	0.00671387	-38.3301	
0.534717	0.0323486	-35.7819	
0.534733	0.0561523	-22.6135	
0.53475	0.0720215	-13.2599	
0.534767	0.072937	-9.38416	
0.534783	0.0750732	-8.78906	
0.5348	0.0799561	-10.3302	
0.534817	0.0820923	-13.7177	
0.534833	0.0814819	-21.6522	
0.53485	0.0750732	-34.2712	
0.534867	0.0576782	-35.9955	
0.534883	0.0439453	-22.7661	
0.5349	0.039978	-7.09534	
0.534917	0.039978	1.11389	
0.534933	0.0418091	2.74658	
0.53495	0.0509644	-1.96838	
0.534967	0.0634766	-11.6425	
0.534983	0.0686646	-22.0947	
0.535	0.0759888	-23.7579	
0.535017	0.0817871	-21.347	
0.535033	0.0814819	-16.1133	
0.53505	0.085144	-9.18579	
0.535067	0.0888062	-3.35693	
0.535083	0.0872803	-1.46484	
0.5351	0.0857544	-7.12585	
0.535117	0.0778198	-22.1252	
0.535133	0.0656128	-35.7361	
0.53515	0.0524902	-33.432	
0.535167	0.0402832	-18.2343	
0.535183	0.0317383	-5.69153	
0.5352	0.0262451	0.228882	
0.535217	0.0250244	0.0152588	
0.535233	0.0326538	-8.28552	
0.53525	0.0466919	-21.4386	
0.535267	0.062561	-28.1525	
0.535283	0.0775146	-21.5302	
0.5353	0.0958252	-14.7705	
0.535317	0.108643	-7.62939	
0.535333	0.112915	-0.0762939	
0.53535	0.109253	4.05884	
0.535367	0.106506	4.04358	
0.535383	0.102844	-1.08337	
0.5354	0.10437	-14.5264	
0.535417	0.103149	-24.826	
0.535433	0.0927734	-20.4468	
0.53545	0.088501	-9.0332	
0.535467	0.0863647	0.640869	
0.535483	0.0842285	5.56946	
0.5355	0.0872803	1.64795	
0.535517	0.0970459	-11.4594	
0.535533	0.111694	-25.9705	
0.53555	0.122375	-29.9988	
0.535567	0.127869	-24.0631	
0.535583	0.142212	-18.4479	
0.5356	0.151978	-10.5286	
0.535617	0.149841	-2.22778	
0.535633	0.1474	-0.38147	
0.53565	0.137634	-5.21851	
0.535667	0.121765	-15.6403	
0.535683	0.0997925	-27.0233	
0.5357	0.078125	-28.1067	
0.535717	0.0640869	-17.1051	
0.535733	0.0576782	-4.57764	
0.53575	0.0518799	3.96729	
0.535767	0.0442505	9.49097	
0.535783	0.0463867	7.17163	
0.5358	0.067749	-5.38635	
0.535817	0.0952148	-18.1732	
0.535833	0.117188	-18.7073	
0.53585	0.141602	-12.8632	
0.535867	0.159302	-6.11877	
0.535883	0.16571	1.60217	
0.5359	0.168152	8.01086	
0.535917	0.162964	9.53674	
0.535933	0.156555	3.54004	
0.53595	0.149536	-10.6812	
0.535967	0.141602	-26.0468	
0.535983	0.132446	-27.5421	
0.536	0.123291	-17.0135	
0.536017	0.121155	-5.41687	
0.536033	0.122986	3.60107	
0.53605	0.127869	5.98145	
0.536067	0.132141	-3.12805	
0.536083	0.139771	-19.577	
0.5361	0.147095	-30.1514	
0.536117	0.13916	-28.4119	
0.536133	0.139465	-24.9481	
0.53615	0.150452	-19.6686	
0.536167	0.164795	-13.1683	
0.536183	0.175171	-9.85718	
0.5362	0.180359	-10.2539	
0.536217	0.178223	-16.2506	
0.536233	0.170288	-28.3203	
0.53625	0.156555	-37.7655	
0.536267	0.139465	-32.7301	
0.536283	0.130615	-20.0348	
0.5363	0.131836	-10.7422	
0.536317	0.144958	-6.24084	
0.536333	0.16449	-7.64465	
0.53635	0.178223	-17.4103	
0.536367	0.192261	-30.8075	
0.536383	0.214233	-34.1949	
0.5364	0.230713	-27.8931	
0.536417	0.239868	-21.2097	
0.536433	0.239563	-13.7024	
0.53645	0.238342	-6.02722	
0.536467	0.235291	-2.57874	
0.536483	0.227661	-5.17273	
0.5365	0.214539	-16.2659	
0.536517	0.198364	-32.8522	
0.536533	0.175171	-37.5061	
0.53655	0.159302	-27.6031	
0.536567	0.151978	-15.3809	
0.536583	0.153198	-7.37	
0.5366	0.162354	-4.74548	
0.536617	0.180969	-11.5204	
0.536633	0.201111	-25.4517	
0.53665	0.219116	-36.2549	
0.536667	0.238037	-34.3475	
0.536683	0.256958	-28.7628	
0.5367	0.280457	-23.3765	
0.536717	0.296326	-16.7847	
0.536733	0.298767	-12.0697	
0.53675	0.29541	-11.795	
0.536767	0.285339	-18.0511	
0.536783	0.274353	-31.25	
0.5368	0.26062	-43.1519	
0.536817	0.237732	-41.4124	
0.536833	0.217896	-29.48	
0.53685	0.208435	-19.6991	
0.536867	0.205688	-14.7552	
0.536883	0.205078	-15.6097	
0.5369	0.217285	-23.4833	
0.536917	0.23407	-34.256	
0.536933	0.247803	-38.6505	
0.53695	0.259094	-33.2489	
0.536967	0.267334	-27.8931	
0.536983	0.278931	-23.5901	
0.537	0.279846	-19.4244	
0.537017	0.278015	-16.0522	
0.537033	0.273743	-16.1438	
0.53705	0.262451	-23.1934	
0.537067	0.254211	-36.972	
0.537083	0.242004	-44.9829	
0.5371	0.225525	-36.2091	
0.537117	0.213928	-19.8822	
0.537133	0.202942	-10.1166	
0.53715	0.200806	-7.40051	
0.537167	0.207825	-11.8408	
0.537183	0.212708	-25.4669	
0.5372	0.210571	-38.5742	
0.537217	0.205078	-40.1459	
0.537233	0.207214	-33.8898	
0.53725	0.210876	-28.0914	
0.537267	0.21759	-21.6827	
0.537283	0.221863	-16.3116	
0.5373	0.220947	-14.7858	
0.537317	0.21637	-17.1814	
0.537333	0.202637	-25.6042	
0.53735	0.186157	-38.8031	
0.537367	0.166016	-41.8701	
0.537383	0.1474	-31.1127	
0.5374	0.130615	-18.2495	
0.537417	0.12146	-8.91113	
0.537433	0.115356	-5.85937	
0.53745	0.119629	-12.1155	
0.537467	0.130615	-23.9716	
0.537483	0.142212	-32.2266	
0.5375	0.144958	-27.8015	
0.537517	0.144043	-20.2484	
0.537533	0.146179	-15.3656	
0.53755	0.148315	-9.85718	
0.537567	0.147095	-4.27246	
0.537583	0.137939	-1.06812	
0.5376	0.125732	-5.78308	
0.537617	0.117188	-20.4773	
0.537633	0.108948	-34.4543	
0.53765	0.104675	-33.9203	
0.537667	0.0915527	-23.2239	
0.537683	0.0805664	-13.4583	
0.5377	0.0723267	-7.52258	
0.537717	0.0714111	-6.91223	
0.537733	0.0802612	-16.6016	
0.53775	0.0939941	-29.5563	
0.537767	0.103455	-34.6985	
0.537783	0.101929	-29.5715	
0.5378	0.0949097	-24.292	
0.537817	0.083313	-19.4244	
0.537833	0.0750732	-14.4348	
0.53785	0.0723267	-10.4523	
0.537867	0.0695801	-8.14819	
0.537883	0.0704956	-11.7798	
0.5379	0.0601196	-24.0173	
0.537917	0.0427246	-31.6315	
0.537933	0.0231934	-23.8342	
0.53795	0.00823975	-9.53674	
0.537967	-0.00335693	1.4801	
0.537983	-0.0161743	6.66809	
0.538	-0.015564	2.92969	
0.538017	0.00274658	-9.67407	
0.538033	0.0268555	-22.6135	
0.53805	0.0436401	-23.9258	
0.538067	0.057373	-16.6321	
0.538083	0.0689697	-8.91113	
0.5381	0.0732422	-1.05286	
0.538117	0.0704956	6.01196	
0.538133	0.0616455	8.255	
0.53815	0.0561523	2.71606	
0.538167	0.0509644	-12.146	
0.538183	0.0402832	-30.5023	
0.5382	0.0222778	-32.2418	
0.538217	0.00396729	-17.5171	
0.538233	-0.00427246	-2.57874	
0.53825	-0.00976563	6.63757	
0.538267	-0.0152588	8.04138	
0.538283	-0.0170898	-1.02234	
0.5383	-0.00305176	-16.2201	
0.538317	0.0228882	-25.9552	
0.538333	0.0494385	-22.9797	
0.53835	0.0680542	-16.9373	
0.538367	0.0793457	-10.91	
0.538383	0.0836182	-3.57056	
0.5384	0.078125	1.15967	
0.538417	0.06073	2.10571	
0.538433	0.045166	-1.06812	
0.53845	0.0262451	-11.0321	
0.538467	0.00518799	-21.2555	
0.538483	-0.00946045	-18.5852	
0.5385	-0.017395	-6.11877	
0.538517	-0.0189209	4.62341	
0.538533	-0.0137329	10.6201	
0.53855	-0.00549316	10.849	
0.538567	0.00244141	1.54114	
0.538583	0.010376	-9.78088	
0.5386	0.0195313	-14.6179	
0.538617	0.0326538	-9.26208	
